username,fullName,examplePostShortCode,examplePostUrl,exampleCaption,exampleHashtag
fornice_objects,Fornice Objects,DPy3A_3jM8o,https://www.instagram.com/p/DPy3A_3jM8o/,"From recycling comes a new form. The Issey Vase takes shape through 3Dprinting in PET, a material made from regenerated plastic bottles. After printing, each piece is hand-dyed — the color moves freely across the surface, recalling the shifting shades of water. Each vase is different, because every gesture is unique. 💦  #madeinitaly #3dprinting #recycle",
sculptedgeofficial,SculptEdge,DLcyeuvPG0I,https://www.instagram.com/p/DLcyeuvPG0I/,"Meet our 3D printed dragon – a project we absolutely loved working on here at SculptEdge. Crafted with precision and passion, this mighty beast is more than just a model — it’s a symbol of what imagination and technology can create together. From intricate scales to those fierce wings, every detail was brought to life layer by layer with high-quality bioplastic filament.  Whether you're into fantasy, collectibles, or just love seeing what's possible with 3D printing this one's for you!  @bambulab_official @fibreel3dfilament @makerworld_ stormfang dragon.3mf   #3dprinted #3dprinting #sculptture #figurine #3dmodel",
aurapol3d,AURAPOL 3D Filament,DMxzTWgN0Og,https://www.instagram.com/p/DMxzTWgN0Og/,"Vases printed in our Wood Cork, Wood Bamboo, and Wood Pine PLA. Clean lines, soft matte finish, and warm tones that show off the texture straight from the printer.   Printed by @simiu3d   #3dprinting #3dprinted #pla #filament #homedecor #3ddruck",
lycan_3d,Lycan_3D,DN1cce6YqJG,https://www.instagram.com/p/DN1cce6YqJG/,Algunos de los minis que armamos y se vienen más modelos   #lycan_3d #lycan3d #impresion3d #3dprinter #3dprint #3dprinting,
noctura.luxe,Noctura Luxe,DPRhKurCSOd,https://www.instagram.com/p/DPRhKurCSOd/,"Think 3D Prints Look Cheap? Here are 4 tips on how to take your home decor prints to the next level and add a premium feel!  Plus get a sneak peek at my new project of a Concrete collection (Slide 5) that I am excited to perfect and release more than just lamps….. that’s all I’ll say for now.  Now I know there’s countless more ways to do this, but here are just 4 of my go-to’s.   #3dprinting #3dprintinglife #3dprintingideas",
printsculptors,Darshan Patel,DNctds5TxmK,https://www.instagram.com/p/DNctds5TxmK/,6 Satisfying 3D Printed Fidget Toys You Need to See 👀 #3dprinting #fidgettoys #satisfying,
super_laserkatz,Super...Laserkatz,DN89DGBDJXZ,https://www.instagram.com/p/DN89DGBDJXZ/,"Ich hab einen neuen Lampenschirm für dich 😘 Den aus meinem letzten reel, in dem ich zeige wie man diese lichtdurchlässige Korbstruktur in Fusion zeichnen kann 😻 Ich lade die Dateien der kompletten Lampe dieses Wochenende bei Makerword hoch 🫶 #cozy #lampshade #3dprinting",
parametric.architecture,Parametric Architecture,DQojkj5jJN3,https://www.instagram.com/p/DQojkj5jJN3/,"♟️The Dune Chess Set, created by @nobleturnerdesign using Quartz 3D printing technology, combines tactile engagement with the elemental beauty of sand. Inspired by the fluid, ever-changing nature of sand, the set captures the evolving dynamics of a chess game. Through advanced 3D sculpting, rippled textures distinguish the pieces and spaces, reflecting the material’s natural qualities.  This design prioritizes touch over polished surfaces, offering a unique sensory experience. The Dune Chess Set, finalized in 2024, challenges traditional luxury design with its raw, tactile appeal.   🚀Join @thepaacademy’s workshops to learn the most advanced tools in architecture from pioneering architects and designers!  #DuneChessSet #3DPrinting #TactileDesign #DesignInnovation #Quartz3DPrinting",
siefshome,SIFRA,DQFaEZcCEwZ,https://www.instagram.com/p/DQFaEZcCEwZ/,OMG how cool is this?! I looove how the prints turned out 🤍  This @bambulab_official A1 combo printer is seriously the best! Can’t wait to create more ✨  Filament I used: Bambu PLA matte - bone white  |ad #bambulab  #bambulestmakeit  #3dprinting  #3dprint,
grumpii.art,Grumpii,DQhFveEk-QV,https://www.instagram.com/p/DQhFveEk-QV/,"2025 November Release - Viking Dragons These dragons are inspired by Viking axe, helmet, ship and animal that would exist in the Viking world.  #grumpii #dragon #viking #sheep #3dprinting #3dprints #3dprintingcommunity #arttoy #toyart #designertoy #toyartist #figurine #resintoy #dinosaur #lizard",
designwanted,DesignWanted,DOLVLxVCeVa,https://www.instagram.com/p/DOLVLxVCeVa/,"3D-printed using a bioplastic derived from renewable resources such as cornstarch and sugarcane, this design conveys both the solidity of a cubic silhouette and the softness of bubble-like geometry.  Mellow by Dehgraf Studio  #designwanted #design #lightingdesign #3dprinting _____  @DesignWanted is a Milan-based design magazine exploring product trends, innovations, and connecting the design community on a global scale.  📬 Pitch your design: designwanted.com/submit-news 🤓 Read our articles on designwanted.com ©️ DM us if there are any missing credits",
itsmikelake,Mike Lake,DQIZn3aEs3D,https://www.instagram.com/p/DQIZn3aEs3D/,"We’ve made massive moves with the 3d printed GT3D RS build over the past few weeks and the feedback has been insane 🙏🏻 Next up, the rear end & spoiler 👀  #3dprinting #3dprints #gt3rs #porsche #supercar",
forgecoreco,Colby Geary,DQEvDlwEZrp,https://www.instagram.com/p/DQEvDlwEZrp/,Want to get started with 3D printing? Comment “3D Printer” and i’ll dm you my recommendations on how to get started.  . All the files for these designs are at the link in my bio  #3dprinting,
anaceciliaartiaga,Mentoria e Curso de Design de Joias,DN_B2tLjfOu,https://www.instagram.com/p/DN_B2tLjfOu/,"A look into the future of luxury, material, and identity.  The full article in English is in my newsletter.  📲Subscribe to read it and access more content like this (Link in bio)   . #jewelrydesign #jewelry #future #trends #technology #3dmodeling #3dprinting #goldsmithing #moissanite #jewelryindustry #marketinsights",
ujjwalkhatri_12,Ujjwal Khatri,DRCfM7SDCyg,https://www.instagram.com/p/DRCfM7SDCyg/,"🚨TUTORIAL ALERT!!!🚨 Comment ""GEM"" for the Project File Link.  Tutorial we all have been waiting for!!!!  Step-By-Step Guide on:  How to create a 3D Anime Crystal in Adobe After Effects?  Step 1- Create a crystal shape using the pen tool. Draw a mask over it, turn on the 3D switch, and add stroke effect on it.  Step 2- By rotating the shapes inwards, create a 3D crystal-like shape; the points of each shape should be connected. Make a similar crystal but with a fill in another comp.  Step 3- Duplicate both stroke and fill comps and link both of them to a Null object, and flip it to form a whole crystal.  Step 4- Add 2 point lights to give some depth and a crystal-like hue.  Step 5- Add roughen edges to the stroke comp and change the blending mode to overlay.  Step 6- Add a Deep glow to the crystal using an adjustment layer.   Step 7- Add Twinkly sparkles to the crystal to give it a shinier look.  The Anime Crystal Is Ready!!!!  Try creating by yourself! Don't forget to tag me!!  Happy to help!  #tutorials #tutorial #tip #crystallove #crystal #adobeaftereffects #adobe #aftereffectsedit #aftereffect #3D #2d #animate #animated #animationart #animations #animefans #animefanart #freelancer #brandname #ujjwalkhatri_12",
immanuel_mg,Immanuel Manurung,DNkwNd4ybXq,https://www.instagram.com/p/DNkwNd4ybXq/,5 Formula prompt efektif pake GPT-5 buat optimize waktu kerjaku☝🏻🚀 . ✨ Jangan lupa: 💾 Save biar gampang diakses kapan aja! 📢 Share ke teman yang butuh ini! 🔔 Follow @immanuel_mg supaya gak ketinggalan update 💬 Komen “INFO” Buat ikutan Komunitasnya . #ai #aitools #aitool #aiprompts #productivity #aitips #PersonalBranding #AIPersonalBrand #InstagramGrowth #ContentStrategy #digitalcreator #chatgptprompt,
natan_mohart,Natan Mohart | Personal Growth & Mindset,DQbne55DGs-,https://www.instagram.com/p/DQbne55DGs-/,"10 Mental Traps That Quietly Control Your Thinking  Our brain is not a tool for truth, it is a tool for survival. It doesn’t look for what’s right, it looks for what’s fast.  Every decision passes through hidden filters. They save energy but distort perception.  That’s why smart people make stupid mistakes. Not because they’re stupid, but because they’re human.  Here are 10 traps we all fall into:  1. Confirmation Bias ↳ you only notice what confirms your beliefs.  2. Dunning–Kruger Effect ↳ the less you know, the more confident you feel.  3. Sunk Cost Fallacy ↳ you keep going simply because you’ve already invested.  4. Negativity Bias ↳ one bad event outweighs ten good ones.  5. Anchoring Bias ↳ the first number or idea distorts everything that follows.  6. Halo Effect ↳ charisma makes you believe in competence.  7. Authority Bias ↳ you trust confidence, not accuracy.  8. Availability Heuristic ↳ what’s easier to recall feels more true.  9. Groupthink ↳ you stay silent to fit in.  10. Survivorship Bias ↳ you study the winners and forget the ones who didn’t make it.  Our brain was built to survive, not to understand. Awareness is the only way out of this game.  Below is the infographic with a deeper breakdown of each trap, with examples and simple ways to spot and neutralize them.  💬 Which of these traps do you fall for most often?  — @natan_mohart",
kerjapake.ai,Kerjapake AI | AI Upskilling Community,DQCOw6LAXZB,https://www.instagram.com/p/DQCOw6LAXZB/,"STOP pakai browser jadul! 🚫✨ Upgrade ke Comet AI Browser dan bikin kerjaan kamu ngebut ⚡dari nulis script, beresin email, sampai riset, semuanya dibantu AI dalam 1 tempat. Plus, Gratis fitur Pro 1 bulan! 🔥  Ketik""Browser"" biar minai kirimin akses Comet AI browser gratis 1 bulan ke DM kalian ya!  #KerjapakeAI #cometbrowser #perplexity #aitool",
koleksi_ai,KoleksiAI | Visual AI untuk Entrepreneur & Content Creator,DRBdbLGEx_p,https://www.instagram.com/p/DRBdbLGEx_p/,"Komen ""Smart"" dan dapetin formula smart prompt buat bikin visual AI premium  Save aja post-an ini siapa tau nanti butuh 😊  Follow @koleksi_ai untuk dapetin prompt AI tiap hari !!!  #chatgpt #ghibli #imagegeneration #chatgpt4 #imageart #aitool #chatgpttutorial #ai #aiimage #ghiblistudio #aimemes #trend #studioghibli #designdex #trend #AlArt #ProductDesign #MidjourneyPrompt #chatgptprompt #DigitalArt #AlContent #CreativeMarketing",
aicenturyclips,AI Century | Teaching Creators & Brands Generative AI,Cyg1OngsvFG,https://www.instagram.com/p/Cyg1OngsvFG/,Comment the word “AI” and i will tell you which AI tools he’s using💡 - #ai #aitools #aitool #chatgpt #chatgpt4 #chatbots #openai #chatAI #aItools #texttospeech #texttovideo #aInews,
hartimesocial,Harsimran ⚡️ | Social Media Consultant & Marketing Strategist,DOFry_cEjLM,https://www.instagram.com/p/DOFry_cEjLM/,Make your own little world 🌍 Comment ⬇️⬇️  Would you try this amazing AI trend?  So easy to do just upload your photo and copy this prompt. Enter your field. And done. ✅   Super simple for any business owner and for creators !  Comment to get the template prompt ⬇️ #ContentCreators #ChatGPTPrompts #AITool,
uncover.ai,AI Tools & News | Technology | Artificial Intelligence,DQcrUlrD2he,https://www.instagram.com/p/DQcrUlrD2he/,"Someone asked ChatGPT how to live to 140 years, and the reply wasn’t about money, genetics, or extreme diets.  After studying data from the world’s longest-living regions, it pointed to one truth: emotional balance matters more than physical perfection. The people who live longest focus on peace, purpose, and connection, not biohacking or restriction.  Their secret isn’t hidden in supplements or routines. It’s in living authentically, reducing stress, nurturing real relationships, and doing what genuinely feels right every day. That’s the quiet formula for a longer, happier life.  👉 Follow @uncover.ai to stay updated with the latest AI news  Source: @ingeni.academia",
theaipage,© The AI Page 👽,DQ1pkEjgsQt,https://www.instagram.com/p/DQ1pkEjgsQt/,"Comment “Symptom” and we’ll send you the link.  @mysymptom.ai is a new health tool that helps you understand your symptoms in seconds.  Upload a photo or describe how you feel, and the AI instantly analyzes patterns, identifies possible causes, and gives clear next steps — all privately and securely.  It’s like having a doctor in your pocket — fast, accurate, and built for clarity, not confusion.  🔗 https://mysymptom.ai  #MySymptomPartner #AiTool #Ai #MySymptomAi",
aitrendz.xyz,René Remsik,DPOgiKKiPYl,https://www.instagram.com/p/DPOgiKKiPYl/,"RIP traditional coding? 💀  Here are the most popular vibe coding tools you can use to code for you 🤙   Which one is your favorite? Let us know👇  If you’d add some vibe coding tool to the list, comment below👇  Follow @aitrendz.xyz & @moneytrendz.ai for more 🙌  #vibecoding #vibecoder #vibecode #aicoding #aicode #aitools #ai #aitool #future #startups",
getintoai,Artificial Intelligence | AI,DQAB5BZgSBr,https://www.instagram.com/p/DQAB5BZgSBr/,"Mastering AI prompts is a game-changer! 🚀  Each AI tool has its own prompting nuances to get the best results. If you’ve been struggling to get exactly what you need from ChatGPT, Perplexity, Grok, or Gemini, this cheat sheet is for you.  Here’s a simple, step-by-step breakdown to help you prompt like a pro for each platform, saving you time and boosting your output!  Follow @getintoai for more essential AI tips!  #aiprompt #promptengineering #chatgpt #perplexity #grok #gemini #ai #aitools #artificialintelligence #aitips #productivity",
shreyaslarer,Shreyas l arer,DQk-Sf_kwJG,https://www.instagram.com/p/DQk-Sf_kwJG/,"Comment “Free Tools” below to get the full, exclusive list of 40+ FREE AI tools sent directly to your DMs! 📩  #ai #ai4career #aitools #aitool",
thevarunmayya,Varun Mayya,DMiUqIthNWP,https://www.instagram.com/p/DMiUqIthNWP/,"GitHub just launched Spark. A “prompt to production” AI tool that builds and deploys full-stack apps within minutes, and with just one prompt.",
nick_saraev,Nick Saraev,DHcioTPMpng,https://www.instagram.com/p/DHcioTPMpng/,"Comment SLIDES to get this Free AI Presentations Generator.   This AI tool makes creating presentations super easy. You can have a polished presentation ready in under 30 seconds. Sounds too good to be true? Let me break it down for you.  First, head over to the website. You’ll see a simple box where you can type in your presentation topic. It could be anything—a school project, a business pitch, or even a fun idea for a party.  Once you enter your topic, the AI gets to work. It drafts an outline for you. This outline is not set in stone. You can edit it however you like. Want to add a point? Go for it. Want to remove something? Easy.  Next up, pick a theme. There are plenty to choose from. Whether you want something sleek and professional or colorful and fun, there’s a theme for you.  Then, hit generate. Just like that, your presentation is ready! It includes all the content, images, and animations you need.   I remember when I first tried it for a school project. I was amazed at how quickly everything came together. No stress, no fuss—just great slides ready to impress.  In short, this tool is perfect for anyone who needs a quick and effective presentation. Give it a try.  #gammaai #aivisuals #aigraphics #aipreasentations #aigraphics #aiindia #aitools #ainews #aicommunity #aippt",
smarts.ai,Trending AI Tools & News 🚀 100K 🎯,DOlXuxzjGCq,https://www.instagram.com/p/DOlXuxzjGCq/,25 Killer AI Tools For Different Sectors 🌎 Powerful tools you should know 🧠 Follow @smarts.ai for more 🚀  #ai #developer #code #aitool #tool #powerfultool,
aevytvdaily,AevyTV,DP6ZW9Dj_ng,https://www.instagram.com/p/DP6ZW9Dj_ng/,This might be the EASIEST way to build an app…Watch this!  . . . . . #ad #emergent #aitool #nocode,
thezamizafar,Zumar | AI & Design,DQYZrDNCNTZ,https://www.instagram.com/p/DQYZrDNCNTZ/,"Comment “Formula” if you want the client flow formula.  Sometimes we get so caught up mastering every AI tool, learning new techniques, and creating things that actually look incredible yet still, finding clients feels harder than building what we create. It’s not that we aren’t good enough; it’s that somewhere along the way, we forget to define what problem we truly solve.  Clients don’t buy tools they buy clarity. They care about transformation, not the process. We can have the most advanced AI setups, but if our direction is off and we’re not showing the result we bring, everything starts to blend into the noise.  The truth is, talent without a system ends up relying on luck. We can be highly skilled, but without a simple structure — a clear offer, consistent outreach, honest follow-ups, and a smooth delivery process consistency never sticks.  When we shift from showing tools to showing transformation, when our message focuses on the outcome instead of the method, that’s when clients begin to lean in.   They stop seeing us as just “AI creators” and start recognizing us as people who can actually solve their problems.  Clarity creates clients. Systems keep them coming.  #generativeai #promptengineering #findclients #aitool #aicreator #aiartist #aicontentcreator #aimarketing #aivisuals #aidesign #aifreelancer",
ai_creation_lab,AI Tools🔹 Artificial intelligence 🔹 Smart Web,DPMPzEkiU1O,https://www.instagram.com/p/DPMPzEkiU1O/,"100+ trending AI Tools & Websites for Entrepreneurs, Content Creation, Video Editing, and More to Boost Productivity and Income  ❤️ Comment 'AI' I'll send you the link   Follow @ai_creation_lab / @ai_gridx for more AI tools/ Websites / AI News/ AI Course   #AITools #aitool #AIWebsites #BusinessAI #ProductivityTools #ContentCreationAI #VideoEditingAI #AIForBusiness #AIProductivity #AIAutomation #AIContentTools #AIVideoTools #WorkSmarterWithAI #DigitalTools #TechForBusiness #AIResources #AIInnovation #AIWorkflow #AIContentCreation #VideoEditingTools #AIProductivityTools #aicourse #aicourses #entrepreneurship #entrepreneurs #Entrepreneur",
ngertive.ai,Ngertive | AI Tools & Tips,DOI4htVkhJU,https://www.instagram.com/p/DOI4htVkhJU/,"Capek liat orang lain sat-set pakai AI, sementara hasil prompt-mu masih “gitu-gitu aja”? Kamu nggak sendirian. Seringkali, masalahnya bukan di AI-nya, tapi di cara kita “ngobrol” dan memberi perintah.  Di postingan ini, aku bongkar 6 “rumus” atau framework berpikir yang bakal ngubah total caramu menggunakan AI. Bukan cuma teori, tapi lengkap sama contoh kasus yang bisa langsung kamu praktekkin. Siap-siap bikin teman kantormu kaget.  👇 Gimana menurutmu? Rumus mana yang bakal kamu coba duluan? Komen di bawah!  💾 Save postingan ini biar nggak hilang pas lagi butuh “contekan” prompt.  #ai #aitools #aitool #aiprompts #productivity #aitips #PersonalBranding #AIPersonalBrand #InstagramGrowth #ContentStrategy #digitalcreator #chatgptprompt",
tshirtcraftofficial,T-SHIRT CRAFT | DIGITAL MARKETING | ONLINE STORE,DFAmX8lSFw4,https://www.instagram.com/p/DFAmX8lSFw4/,"🚀 Free 3D Design Resources You Need to Know!  🎨 For 3D Modeling: 1️⃣ Blender - Powerful & free 3D software 2️⃣ Tinkercad - Easy browser-based tool 3️⃣ Sculptris - Sculpt like a pro!  📦 Free 3D Models: 4️⃣ Sketchfab - Huge library of free 3D assets 5️⃣ TurboSquid - Download quality models 6️⃣ CGTrader - Models for all your needs  🌈 Textures & Materials: 7️⃣ Textures.com - Perfect for 3D projects 8️⃣ Poly Haven - High-quality HDRIs & textures 9️⃣ AmbientCG - Free materials & textures  🎥 For Animation: 🔟 Mixamo - Animate characters in seconds!  Which one will you try first? Let me know in the comments! 🚀✨  #3DDesign #Blender3D #3DModels #GraphicDesign #Textures #3DAnimation #FreeResources #DigitalArtists #3DRendering #ContentCreation"" #FreeResources #DesignTools #CreativeTools #DigitalTools #Free3DModels #TexturesFree #PolyHaven #AmbientCG #Learn3D #ArtLovers #DesignerLife #CreativeTools #DigitalCreativity #DesignCommunity #tshritcraft #tshirtcraftofficial",
prasei_id,PRASEI,CAzv2EFHVeP,https://www.instagram.com/p/CAzv2EFHVeP/,"Day 30.  One day one render. One day one model. For you who need and want to have the file of this 3D model, please leave your email by DM or comment below. Will send it, free.  Satu hari satu render. Satu hari satu model. Bagi yang perlu dan ingin memiliki file model 3D ini, silakan tinggalkan emailnya di DM atau comment di bawah. Akan dikirimkan, gratis.  #prasei #days #onedayonerender #onedayonemodel #satuharisaturender #satuharisatumodel #free3dmodels #free #gratis #nyarigratisan #3dmodels #christianliaigre #stool #liaigre #chair #foldingstool #furniture #interiordesign #3dsmax #vray #obj #render #3d #models #visualization",
christofer.jh,Christofer jh,DCXDf5MNglW,https://www.instagram.com/p/DCXDf5MNglW/,3d printed Seiko Diver watch :)  #3dprinter #3dprinted #seiko #watch #3dmodel #free3dmodels,
sr_kerala_gamedev,SR studios Kerala🇮🇳,C9Y9yYuPFvj,https://www.instagram.com/p/C9Y9yYuPFvj/,"Creepy wood🍂🍁, character concept and render. Made with Maya, rendered with Arnold.  #3dmodeling #3dconceptart #retopology #quaddraw #retopologytime #zbrush #sketchfab #3dstore #download3dmodel #3dmodels #free3dmodels #assets #assetstoreunity #unityassetstore #unity3d #unrealengine #goddot #yoyogames #gamedev #gamedevelopment #online3dmodeling #lowpolymodels #gameready3dasset #pumpkin #halloween2024 #marmoset #normalmap #texturebaking",
leap.71,LEAP 71,DMxwQkWNSLN,https://www.instagram.com/p/DMxwQkWNSLN/,"We just updated our public model download page with many more 3dprintable objects generated by #Noyron, including this heat exchanger structure optimized for very rapid fluid flow. Visit the downloads section on our website, to find heat exchangers, manifolds, impellers… suitable for metal powder bed fusion printing and other printing processes. Free to use and print. Give us a shoutout here if you do. #3dprinting #free3dmodels",
alphonso_peluso,Alphonso Peluso,DFfaouounrN,https://www.instagram.com/p/DFfaouounrN/,"Top 5 FREE places to download load 3D Models for your renders.  5. Flying Architecture  4. BIM Objects 3. 3D Warehouse  2. CG Trader 1. Herman Miller, Knoll, & Vitra  #architecture #architectureschool #architecturestudent #renders #rendering #free3dmodels #3dmodel #3dmodeling",
azielartsacademy,Aziel Arts | Academy for Digital Artists,C51JuSZpyCl,https://www.instagram.com/p/C51JuSZpyCl/,Follow for more tips like this! Here are some free realistic tree packs to use in your Unreal Engine Projects.  #unrealengine #environmentart #3d #free3dmodels #ue5environment,
erken_kagarov,Erken Kagarov,CHxvMtjqBNI,https://www.instagram.com/p/CHxvMtjqBNI/,You can duplicate this holographic ornament to an infinite size (there are 4 parts here). Use it without payment in your projects! search on prusaprinters.org model 46482 #3Dprinting #prusaprinters #3dprinted #3dprint #3dprintable #hologram #3dillusion #PrusaPrinters  #opticalillusion #opticalillusions #3d #free3dmodels #3dheart #3dhearts #3dpattern #pattern #3dillusion,
filamentalpw,Filamental PrintWorks :: Original Art & Digital Design,C0p1xvfJdpo,https://www.instagram.com/p/C0p1xvfJdpo/,"🧵 It's been long few days since my last Christmas decoration drop and I don't wanna keep stringing you along. It's time for a bold, bright banner!  Deck your halls out all the way this year with my new decorative 'MERRY CHRISTMAS' hanging text banner - 14 super fast + easy-to-print designs which string together, adding a touch of festive flair to your home for the holidays. Once they're done, all you need is a little bit of string...or even dental floss in a pinch! 😅  ** FREE DOWNLOAD available now on @thangs3d **  💾 GET YOURS AT THANGS.COM 💻 Link in bio! ☝️  #merrychristmasyafilthyanimals #holidaydecorations #diydecor #freedigitaldownload #stlfiles #3dprintable #3dprinted #fdmprinting #christmas2023 #merrychristmas #christmasdecorating #3dmodels #free3dmodels #deckthehalls #jinglealltheway #hohoho #bigboldandbeautiful #bannerdesigns #banners #partybanner #partytime #celebration #makeitspecial #freestl #thangs3d #filamentalPW",
funwith3dprint,Fun With 3D Print,CUSm5sANM0U,https://www.instagram.com/p/CUSm5sANM0U/,tried and printed the charizard with the standard layout in #cura so will probably have to try again 😅  #3dprinting #3dprint #3dprinter #pokemon #pokémon #creality #cr10spro #summerproject #fyp #free3dmodels,
gustoysbr,Gus Toys,CiIGGwLuOmp,https://www.instagram.com/p/CiIGGwLuOmp/,Arquivo do cajado em 3d no youtube link na bio. free file of staff link on bio #twitch #free3d #free3dmodels #toystory #toystorycollector #toystorymania #toystoryfans #toystoryfan #pixarfan #disneypixar #funny #disneycollector #disneycollection #toystorycollection #toystoryobsessed #brinquedos #toyphoto #toyphotography #figures #photooftheday #actionfigures #figurasdeacao #toycollector #toycollection #moviescenes #collection #colecao #mattelbrasil #mattelpixar #pixarmattel,
letsconnect3d,CONNECT,DH1TFZpvD12,https://www.instagram.com/p/DH1TFZpvD12/,"Clo3d Admiration Coat :) by @artaparsa3d  Access 10,000+ free 3D items created by top creators – join us to unlock them all!  #CONNECT #connectofficial #digitalfashion #virtualfashion #3dmodeling #3ddesign #3dclothing #3dclothes #free3dmodels #metaverse #clovirtualfashion #clo3d #itsclo3d #clo #marvelousdesigner #jinny #closet #closetconnect",
noblessexhair,Noblesse Hair,DBO_zFVsoOa,https://www.instagram.com/p/DBO_zFVsoOa/,"[THIS IS HALLOWEEN] - NAILS D03  - Made in Blender 4.0.2  - Custom shaders, change the colors as you like. - Full mesh, 3d and 2d art by ourselves.  Available on our Patreon on ""Accessories"", ""Lady"", ""Ladies and Gentlemen"", ""Legacy"" and ""Star!"" tiers.  Link : https://www.patreon.com/posts/this-is-nails-114192413  Tags : #blender #nails #nailart #3dnails #3dcontent #3dnailart #noblessexhair #halloween #3dmodel #free3dmodels",
cgi_marketplace,3D Models & 3d Tutorials,CxC_DELKK5M,https://www.instagram.com/p/CxC_DELKK5M/,Furniture 𝟑𝐝 𝐦𝐨𝐝𝐞𝐥 - 𝐟𝐫𝐞𝐞 🔥🔥 https://www.learnarchviz.com/free3dmodels  Get all premium models now for FREE 😍😍 3D models from @learnarchviz - Make sure to check his page out for more awesome 3D work . . . #3d #3dhardsurface #3drenderartist #3ddddesign #3dmodeling #3dmodel #3dmodelling #3dmodels #3dmodeler #3dmodelingshowcase #3dmodelselfie #3dfree #3dfreelancer #free #free3d #free3dmodels #free3d #free3dprint,
3d.designer__,DesignHunt,CXstQhPLN6w,https://www.instagram.com/p/CXstQhPLN6w/,3d printed compass box ☑️   ✓Design in solidworks  👉Dm for inquires-@3d.designer__  We help you in building your empire 👍  Always Take first step with 3d model of project be professional  We convert your design ideas into reality 🤝  . . . . . . . #compass #compassbox #geometry #pencilart #rubber #scale #3dmodel #3dprinting #flexibility #3dproject #designproject #productdesign #SOLIDWORKS #printing #order #onlineorder #instashop #sell #free3dmodels #3ddesigner #designhunt #hunter #instagood,
nunosilva3d,Nuno Silva,C35PyVgswlA,https://www.instagram.com/p/C35PyVgswlA/,"You asked for part 2, and here it is! Here's more websites where to download free high-quality 3d models. 💪   Should I make a part 3?? Let me know I'm the comments! 🙌   Part 2 list: sabaitalia.com/en karmanitalia.it/en/ condehouse.com/ missana.es/ poliform.it/en/ diza.co/   #3d #3dmodels #free #free3dmodels #render #architecturalvisualizations #3drender #rendering #archviz",
infinite_blender_artist,Infinite|Blender Artist,CoH05NyPqFk,https://www.instagram.com/p/CoH05NyPqFk/,8 Best Websites to Download Free 3D Model😇 . . . . . #website #3dsite #free3dmodels #3dprinting #4d #abimation #gamemodel #game #designer #3dscan #viral #newpost,
drakon_ill,drakon_ill,B_IFP_rjfTs,https://www.instagram.com/p/B_IFP_rjfTs/,Special for @3dmalowanki :) В свободном доступе:  https://skfb.ly/6RRnq  Высокополигональная версия скоро появится на #patreon .  #3dmodel #3d_model #3dmodeling #3dmidellife #animestyle #zbrush #zbrushart #zbrushathome #harkeyquinn #3dprintable #free3dmodel #free3dmodels #scketchfab #hobby #fanart #хобби #харликвин #харликвинн #любимоедело #dcuniverse #dcheroes #dccomics,
customstonenola,Signature Custom Stone,DFaemvXRXWi,https://www.instagram.com/p/DFaemvXRXWi/,Let us help make the most of your spaces. Come visit us at 111 West X Street Belle Chasse La 70037 or visit our website to take a sneak peak of the new stone and cabinetry options. www.signaturecustomstone.com #freeestimates #freemeasurements #freeconsultations #free3dmodels #signaturecustomstone #customstone #customcabinetry #westbanknola #louisiana #remodel #bellechasse #showroom #comevisitus #checkourwebsite #socialmedias #trending #likefollowshare #promotion #letsmakeithappen #website #fyp #viewourpages,
filamentalpw,Filamental PrintWorks :: Original Art & Digital Design,C0p1xvfJdpo,https://www.instagram.com/p/C0p1xvfJdpo/,"🧵 It's been long few days since my last Christmas decoration drop and I don't wanna keep stringing you along. It's time for a bold, bright banner!  Deck your halls out all the way this year with my new decorative 'MERRY CHRISTMAS' hanging text banner - 14 super fast + easy-to-print designs which string together, adding a touch of festive flair to your home for the holidays. Once they're done, all you need is a little bit of string...or even dental floss in a pinch! 😅  ** FREE DOWNLOAD available now on @thangs3d **  💾 GET YOURS AT THANGS.COM 💻 Link in bio! ☝️  #merrychristmasyafilthyanimals #holidaydecorations #diydecor #freedigitaldownload #stlfiles #3dprintable #3dprinted #fdmprinting #christmas2023 #merrychristmas #christmasdecorating #3dmodels #free3dmodels #deckthehalls #jinglealltheway #hohoho #bigboldandbeautiful #bannerdesigns #banners #partybanner #partytime #celebration #makeitspecial #freestl #thangs3d #filamentalPW",
